"decimalLongitude","decimalLatitude","side","code"
-81.83694,12.14361,1,"GBIF15"
-81.87111,12.17361,1,"GBIF16"
-81.88333,12.18388,1,"GBIF17"
-81.85084,12.19444,1,"GBIF18"
-81.85861,12.14444,1,"GBIF19"
-81.83194,12.17555,1,"GBIF20"
-81.84251,12.16514,1,"GBIF21"
-81.82613,12.164968,1,"GBIF22"
-81.84763,12.18074,1,"GBIF23"
-81.84489,12.17144,1,"GBIF24"
-81.84412,12.15961,1,"GBIF25"
-81.88745,12.17944,1,"GBIF26"
-81.866,12.17306,1,"GBIF27"
-81.87111,12.15463,1,"GBIF28"
-81.81825,12.1453,1,"GBIF29"
-79.72385,15.88571,1,"GBIF30"
-80.36544,14.31107,1,"GBIF31"
-80.27538,14.3648,1,"GBIF32"
-80.36983,14.28983,1,"GBIF33"
-80.23946,14.399,1,"GBIF34"
-96.986222,20.760722,1,"GBIF35"
-97.275194,21.540389,1,"GBIF36"
-96.989028,20.764778,1,"GBIF37"
-96.99625,20.769194,1,"GBIF38"
-96.995778,20.767,1,"GBIF39"
-96.989028,20.758722,1,"GBIF40"
-96.98925,20.759056,1,"GBIF41"
-96.989194,20.765056,1,"GBIF42"
-96.988361,20.760778,1,"GBIF43"
-94.80875,18.540056,1,"GBIF44"
-94.525444,18.175306,1,"GBIF45"
-94.524667,18.175028,1,"GBIF46"
-94.782167,18.511167,1,"GBIF47"
-94.524861,18.17525,1,"GBIF48"
-94.786889,18.515806,1,"GBIF49"
-94.525583,18.17625,1,"GBIF50"
-94.525694,18.176361,1,"GBIF51"
-94.524,18.174611,1,"GBIF53"
-94.786028,18.515778,1,"GBIF54"
-94.52575,18.176306,1,"GBIF55"
-94.524917,18.175306,1,"GBIF57"
-94.808361,18.539778,1,"GBIF58"
-94.525305,18.1755,1,"GBIF59"
-94.524917,18.175417,1,"GBIF60"
-94.525639,18.175861,1,"GBIF61"
-94.524028,18.174694,1,"GBIF62"
-94.525222,18.175056,1,"GBIF63"
-94.524917,18.175111,1,"GBIF64"
-94.523972,18.174778,1,"GBIF66"
-94.525917,18.17575,1,"GBIF67"
-94.523861,18.174611,1,"GBIF69"
-94.52575,18.17625,1,"GBIF70"
-94.524917,18.175722,1,"GBIF71"
-94.775861,18.487056,1,"GBIF72"
-94.777639,18.487361,1,"GBIF73"
-94.827167,18.544194,1,"GBIF74"
-94.780472,18.501278,1,"GBIF75"
-94.876555,18.551417,1,"GBIF76"
-94.780417,18.501778,1,"GBIF77"
-94.872139,18.550861,1,"GBIF78"
-94.777417,18.48775,1,"GBIF79"
-94.777833,18.489278,1,"GBIF80"
-94.780555,18.500944,1,"GBIF82"
-94.777805,18.488306,1,"GBIF83"
-94.775583,18.487139,1,"GBIF84"
-94.780583,18.500278,1,"GBIF85"
-94.775528,18.486972,1,"GBIF86"
-94.777861,18.487889,1,"GBIF87"
-94.777389,18.490667,1,"GBIF91"
-94.778778,18.49725,1,"GBIF92"
-94.876111,18.551111,1,"GBIF94"
-94.775833,18.486861,1,"GBIF95"
-94.826778,18.544111,1,"GBIF96"
-94.778417,18.497056,1,"GBIF97"
-94.777528,18.488639,1,"GBIF98"
-94.77825,18.496806,1,"GBIF104"
-94.777139,18.489333,1,"GBIF107"
-94.7755,18.487333,1,"GBIF109"
-94.778055,18.496083,1,"GBIF112"
-94.827583,18.543861,1,"GBIF116"
-94.782139,18.510611,1,"GBIF118"
-94.778278,18.496417,1,"GBIF124"
-94.872389,18.551139,1,"GBIF125"
-94.872639,18.551,1,"GBIF132"
-94.775917,18.486972,1,"GBIF134"
-94.781028,18.501778,1,"GBIF135"
-94.780639,18.502111,1,"GBIF142"
-94.876833,18.551417,1,"GBIF143"
-94.775722,18.487194,1,"GBIF152"
-94.780389,18.500611,1,"GBIF163"
-94.78225,18.510417,1,"GBIF167"
-94.876611,18.551194,1,"GBIF172"
-97.228722,21.474,1,"GBIF173"
-66.30515,10.6309,1,"GBIF175"
-66.18254,10.6192,1,"GBIF176"
-66.24744,10.6524,1,"GBIF177"
-66.29939,10.64185,1,"GBIF178"
-66.10263,10.59246,1,"GBIF179"
-66.08839,10.53449,1,"GBIF180"
-61.786944,12.136667,1,"GBIF181"
-62.869478,17.347669,1,"GBIF182"
-61.789167,12.201111,1,"GBIF183"
-61.317778,13.2525,1,"GBIF184"
-61.5975,15.490833,1,"GBIF185"
-61.367,15.235,1,"GBIF186"
-74.127632,11.328933,1,"GBIF187"
-68.24769,10.81982,1,"GBIF192"
-64.36745,10.39569,1,"GBIF193"
-68.236661,10.83328,1,"GBIF195"
-64.39507,10.38036,1,"GBIF198"
-64.34775,10.3891,1,"GBIF200"
-60.93,10.84,1,"GBIF215"
-61.868611,17.406111,1,"GBIF216"
-60.479094,11.297222,1,"GBIF217"
-61.763636,12.041164,1,"GBIF219"
-61.424167,15.2925,1,"GBIF220"
-61.469444,15.368889,1,"GBIF222"
-95.996597,19.088596,1,"GBIF224"
-96.064806,19.202338,1,"GBIF225"
-96.092798,19.172838,1,"GBIF226"
-95.933162,19.107458,1,"GBIF227"
-96.001714,19.087982,1,"GBIF228"
-96.068345,19.200508,1,"GBIF229"
-96.095762,19.178807,1,"GBIF230"
-96.090515,19.173,1,"GBIF231"
-95.943325,19.113389,1,"GBIF232"
-96.092905,19.180802,1,"GBIF233"
-96.069177,19.202905,1,"GBIF234"
-95.999545,19.085669,1,"GBIF235"
-96.095613,19.178119,1,"GBIF236"
-96.09508,19.178706,1,"GBIF237"
-94.283333,28.166667,1,"GBIF238"
-80.096291,26.10158,1,"GBIF239"
-80.089256,26.157021,1,"GBIF241"
-80.2575,25.168051,1,"GBIF242"
-80.301498,25.11875,1,"GBIF243"
-80.223297,25.199167,1,"GBIF244"
-80.413597,25.013283,1,"GBIF245"
-82.969398,12.29546,1,"GBIF247"
-81.887413,24.475683,1,"GBIF248"
-83.034698,12.18857,1,"GBIF253"
-82.969398,12.29153,1,"GBIF254"
-83.033501,12.03012,1,"GBIF262"
-82.987801,12.30912,1,"GBIF263"
-76.79742,17.898854,1,"GBIF264"
-65.53302,18.34215,1,"GBIF265"
-87.683333,18.25,1,"GBIF266"
-76.387021,18.173418,1,"GBIF276"
-75.723389,9.420944,1,"GBIF277"
-76.173218,9.396283,1,"GBIF278"
-75.683731,9.74175,1,"GBIF279"
-75.651916,9.764033,1,"GBIF280"
-77.362801,8.655817,1,"GBIF281"
-76.185867,9.379617,1,"GBIF282"
-75.849419,9.698972,1,"GBIF283"
-75.829613,9.696278,1,"GBIF284"
-75.816055,9.743944,1,"GBIF286"
-75.777031,9.767861,1,"GBIF287"
-75.699997,9.706284,1,"GBIF288"
-78.109665,20.584999,1,"GBIF289"
-78.200836,20.568832,1,"GBIF290"
-78.182831,20.6035,1,"GBIF291"
-77.428612,18.477414,1,"GBIF292"
-79.894081,19.687851,1,"GBIF294"
-79.740952,19.758183,1,"GBIF295"
-87.885185,16.726583,1,"GBIF298"
-87.744049,17.59375,1,"GBIF299"
-78.012581,18.457783,1,"GBIF300"
-78.131882,18.464167,1,"GBIF301"
-76.708687,18.274534,1,"GBIF302"
-77.274734,18.472767,1,"GBIF303"
-78.075348,18.459084,1,"GBIF305"
-77.005486,18.415066,1,"GBIF307"
-77.921669,18.50585,1,"GBIF311"
-77.078468,18.41905,1,"GBIF313"
-78.251099,18.4259,1,"GBIF314"
-76.287369,18.073833,1,"GBIF315"
-77.934547,18.494684,1,"GBIF317"
-77.954216,18.456583,1,"GBIF322"
-78.361198,18.300783,1,"GBIF324"
-77.118202,18.419317,1,"GBIF330"
-77.970947,18.453449,1,"GBIF337"
-77.561119,18.494984,1,"GBIF342"
-77.595131,18.492701,1,"GBIF343"
-87.302979,20.402189,1,"GBIF354"
-87.299103,20.40765,1,"GBIF355"
-67.238792,10.553123,1,"GBIF357"
-88.139999,16.76,1,"GBIF360"
-71.981988,12.188172,1,"GBIF362"
-71.133949,21.518984,1,"GBIF363"
-87.528214,17.250584,1,"GBIF365"
-87.526497,17.221001,1,"GBIF367"
-82.805336,9.725,1,"GBIF368"
-82.805,9.738334,1,"GBIF371"
-82.805832,9.75,1,"GBIF386"
-87.75,18.5,1,"GBIF413"
-66.705765,11.766367,1,"GBIF451"
-63.060001,17.995667,1,"GBIF460"
-62.982498,17.464001,1,"GBIF461"
-63.253166,17.643333,1,"GBIF462"
-62.977665,17.461666,1,"GBIF463"
-63.259499,17.628166,1,"GBIF464"
-62.986,17.464834,1,"GBIF465"
-62.978168,17.463499,1,"GBIF466"
-63.259499,17.624834,1,"GBIF469"
-74.22304,11.25341,1,"GBIF470"
-96.096944,19.223333,1,"GBIF471"
-74.459999,24.16,1,"GBIF472"
-74.470001,24.15,1,"GBIF473"
-74.529999,24.01,1,"GBIF474"
-74.540001,23.950001,1,"GBIF478"
-77.647797,24.301121,1,"GBIF479"
-77.670677,24.343149,1,"GBIF480"
-77.693329,24.595831,1,"GBIF484"
-74.29528,10.99453,1,"GBIF487"
-82.6967,14.4933,1,"GBIF490"
-67.808228,10.478306,1,"GBIF494"
-87.680833,18.675,1,"GBIF495"
-87.032778,20.436944,1,"GBIF499"
-87.013056,20.272778,1,"GBIF500"
-87.040278,20.315278,1,"GBIF501"
-88.0533,16.9783,1,"GBIF514"
-77.292785,8.574953,1,"GBIF516"
-77.36353,8.659377,1,"GBIF517"
-77.363533,8.659377,1,"GBIF518"
-77.292786,8.574953,1,"GBIF519"
-88.05,16.77,1,"GBIF520"
-88.0758,16.8283,1,"GBIF521"
-74.131931,11.328026,1,"GBIF522"
-82.2103,26.2978,1,"GBIF524"
-66.7578,17.9667,1,"GBIF525"
-67.0517,17.94,1,"GBIF526"
-14.3833,-7.8933,1,"GBIF528"
-75.785158,10.164293,1,"GBIF529"
-76.90097,8.37166,1,"GBIF530"
-76.900971,8.37166,1,"GBIF531"
-88.08,16.8,1,"GBIF532"
-76.74441,8.06817,1,"GBIF538"
-74.224161,11.251072,1,"GBIF539"
-74.220074,11.249878,1,"GBIF540"
-76.744408,8.06817,1,"GBIF541"
-14.4,-7.9,1,"GBIF543"
-14.37,7.95,1,"GBIF546"
-77.7783,23.72,1,"GBIF547"
-77.6842,24.7172,1,"GBIF548"
-83.0083,27.7974,1,"GBIF549"
-82.9204,27.7871,1,"GBIF550"
-82.9871,27.7611,1,"GBIF551"
-82.65,27.0867,1,"GBIF552"
-82.925,26.8617,1,"GBIF553"
-83.7226,26.2808,1,"GBIF554"
-82.9067,26.8683,1,"GBIF555"
-82.6758,27.02,1,"GBIF556"
-82.5608,27.3547,1,"GBIF557"
-82.5362,27.0353,1,"GBIF558"
-82.6,27.2658,1,"GBIF560"
-82.86,27.5517,1,"GBIF561"
-82.9915,27.7058,1,"GBIF562"
-83.4342,28.1,1,"GBIF563"
6.533333,0,1,"GBIF564"
-32.414963,-3.83904,1,"AUED26"
-32.422785,-3.86684,1,"AUED46"
-38.6625,-17.96277778,1,"AUED51"
-38.71583333,-17.97055556,1,"AUED76"
-29.497889,-20.522617,1,"AUED87"
-35.258986,-5.394114,1,"AUED91"
-35.363432,-5.262117,1,"AUED104"
-35.090067,-5.564467,1,"AUED106"
-44.264283,-0.869867,1,"AUED108"
-40.407589,-20.699631,1,"AUED113"
-40.366164,-20.676614,1,"AUED121"
-40.378777,-20.612348,1,"AUED129"
-38.626367,-12.80916,1,"AUED132"
-38.5491,-12.83708,1,"AUED138"
-38.571664,-12.814719,1,"AUED146"
-33.80355,-3.875172222,1,"AUED151"
-33.81225833,-3.872955556,1,"AUED180"
-33.79191111,-3.86895,1,"AUED192"
-33.80944167,-3.874725,1,"AUED197"
-33.80944167,-3.872986111,1,"AUED206"
-42.00165556,-22.96514167,1,"AUED224"
-41.993723,-22.96573,1,"AUED226"
-35.192744,-9.032689,1,"AUED254"
-35.191486,-9.024256,1,"AUED256"
-35.180628,-8.9985,1,"AUED259"
-14.3494,-7.900367,1,"BIBL1"
-14.3825,-7.894217,1,"BIBL2"
-14.4196,-7.9303,1,"BIBL1"
-14.4034,-7.988167,1,"BIBL2"
-39.066,-16.883,1,"BIBL1"
-76.5,24.25,1,"BIBL2"
-80.367,24.983,1,"BIBL1"
-38.666,-18.033,1,"BIBL2"
-38.633,-16.05,1,"BIBL2"
-63.29,17.384,1,"BIBL1"
-38.271,-2.446,1,"BIBL2"
-34.801,-7.206,1,"BIBL1"
-34.801,-7.207,1,"BIBL2"
-33.817,-2.15,1,"BIBL1"
-38.642,-12.871,1,"BIBL1"
-33.809,-3.874,1,"BIBL2"
-35.078,-8.703,1,"BIBL2"
-35.099,-8.762,1,"BIBL1"
-35.529,-9.449,1,"BIBL2"
-60.817,11.183,1,"BIBL2"
-60.9,11.233,1,"BIBL1"
-60.5,11.283,1,"BIBL2"
-23,16.75,1,"BIBL1"
-38.533,-13,1,"BIBL2"
-22.883,16.75,1,"BIBL2"
6.492975,0.326147,1,"MAIA1"
6.711455,0.411396,1,"MAIA2"
6.757778,0.244508,1,"MAIA3"
-45.393889,-23.830333,0,"AUED349"
-45.702491,-24.105182,0,"AUED376"
-45.283621,-23.935384,0,"AUED398"
-45.243995,-23.893302,0,"AUED420"
-48.331675,-27.264465,0,"AUED442"
-48.387576,-27.603507,0,"AUED496"
-35.0725,-5.56435,0,"AUED510"
