"date_year","scientificNameID","year","scientificName","dropped","aphiaID","decimalLatitude","subclassid","phylumid","familyid","catalogNumber","occurrenceStatus","basisOfRecord","terrestrial","maximumDepthInMeters","id","day","order","dataset_id","decimalLongitude","collectionCode","date_end","speciesid","occurrenceID","date_start","month","genus","bibliographicCitation","eventDate","brackish","absence","subfamily","genusid","originalScientificName","marine","minimumDepthInMeters","subfamilyid","institutionCode","date_mid","class","orderid","kingdom","classid","phylum","species","subclass","family","kingdomid","node_id","sss","depth","shoredistance","sst","bathymetry","fieldNumber","scientificNameAuthorship","identifiedBy","flags","locality","country","county","waterBody","references","modified","georeferenceRemarks","minimumElevationInMeters","maximumElevationInMeters","samplingProtocol","continent","eventTime","geodeticDatum","recordedBy","datasetID","dynamicProperties","individualCount","associatedReferences","stateProvince","preparations"
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-18.011111,1340,1267,196099,"CSPM469",NA,"HumanObservation",FALSE,NA,"b1fe7588-cdef-4981-87c1-e08ae3279116","12","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.018333,"RAP",950313600000,290423,NA,950313600000,"2","Mussismilia",NA,"2000-02-12T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,21,718680,"CI_BR",950313600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.97,21,20464,25.9,11,"5","(Verrill, 1901) ",NA,NA,"Western Popa Verde","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.003889,1340,1267,196099,"CSPM474",NA,"HumanObservation",FALSE,4,"b22b4af9-8608-44cf-ba62-237a580a2058","15","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.126944,"RAP",950572800000,290423,NA,950572800000,"2","Mussismilia",NA,"2000-02-15T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,1.6,718680,"CI_BR",950572800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.9,2.8,47,25.85,10,"12","(Verrill, 1901) ",NA,NA,"Pataxo Reef","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.221,1340,1267,196099,"PCABRS260",NA,"PreservedSpecimen",FALSE,29,"b23295a4-c504-4e35-bd3d-b04b5fb17cc6","4","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.15,"Cnidaria",1.070496e+12,290423,NA,1.070496e+12,"12","Mussismilia",NA,"2003-12-04T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,29,718680,"MMA/BIO23",1.070496e+12,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.13,29,53,23.64,-1,"35","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha Jorge Grego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.185,1340,1267,196099,"PCABRS268",NA,"PreservedSpecimen",FALSE,17,"b37e02ed-04c0-426e-b275-2f68ac468b0c","19","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.578,"Cnidaria",1084924800000,290423,NA,1084924800000,"5","Mussismilia",NA,"2004-05-19T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,17,718680,"MMA/BIO23",1084924800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.98,17,110,23.72,-7,"41","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha dos Meros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.996111,1340,1267,196099,"CSPM507",NA,"HumanObservation",FALSE,9.3,"b68f38e4-36c4-4c95-9492-69fcffd6ec86","11","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.272778,"RAP",950227200000,290423,NA,950227200000,"2","Mussismilia",NA,"2000-02-11T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,5.5,718680,"CI_BR",950227200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.93,7.4,7404,25.88,5,"1E","(Verrill, 1901) ",NA,NA,"Nova Vicosa Reef","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.063,1340,1267,196099,"PCABRS241",NA,"PreservedSpecimen",FALSE,9,"bc62c59a-1b4a-4927-9ec8-c4938613d65d","19","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.601,"Cnidaria",1.0692e+12,290423,NA,1.0692e+12,"11","Mussismilia",NA,"2003-11-19T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,9,718680,"MMA/BIO23",1.0692e+12,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.99,9,100,23.79,-4,"15","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta Grande Timuiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-18.003889,1340,1267,196099,"CSPM486",NA,"HumanObservation",FALSE,NA,"be3f8e53-a5dd-485d-af7d-280b9df0bc2d","21","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.703611,"RAP",951091200000,290423,NA,951091200000,"2","Mussismilia",NA,"2000-02-21T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,NA,718680,"CI_BR",951091200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.08,NA,2488,25.91,5,"25","(Verrill, 1901) ",NA,NA,"Western Parcel dos Abrolhos, Abrolhos National Park","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"urn:lsid:marinespecies.org:taxname:870488","1963","Mussismilia hispida",FALSE,290423,-12.7329998016,1340,1267,196099,"85176.56874",NA,"PreservedSpecimen",FALSE,2,"c17c1aad-277e-48be-93e3-5ac63ca9dfd1",NA,"Scleractinia","89e23fc8-3f61-4480-9de3-358fe6eefe0b",-38.6170005798,"Invertebrate Zoology: Coelenterates",-210643200000,290423,NA,-210643200000,"4","Mussismilia","Department of Invertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution. See: http://www.mnh.si.edu/rc/db/collection_db_p [...]","1963-04-30T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida tenuisepta",TRUE,2,718680,"USNM",-210643200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"310922b4-9d0c-4de1-92d7-9b442d34765b",37.12,2,41,27.02,2,NA,"Verrill","Wells, J. W.",NA,"Suape","Brazil",NA,"South Atlantic Ocean",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M. Kempf",NA,"observedindividualcount=1;","1.0","National Museum of Natural History, Smithsonian Institution","Bahia","Dry"
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.46,1340,1267,196099,"CSPM499",NA,"HumanObservation",FALSE,12,"c72c85f3-b7c7-437e-916c-eb44d131a40b","26","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.031944,"RAP",951523200000,290423,NA,951523200000,"2","Mussismilia",NA,"2000-02-26T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,3.5,718680,"CI_BR",951523200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.95,7.75,10787,25.88,6,"39","(Verrill, 1901) ",NA,NA,"Northern Timbebas Reef, Abrolhos National Park","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.682222,1340,1267,196099,"CSPM496",NA,"HumanObservation",FALSE,12.5,"c7b56730-0943-4985-86af-8729726a6c99","25","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.966389,"RAP",951436800000,290423,NA,951436800000,"2","Mussismilia",NA,"2000-02-25T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,4.5,718680,"CI_BR",951436800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.97,8.5,10749,25.89,5,"36","(Verrill, 1901) ",NA,NA,"Lixa Reef, Parcel das Paredes","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-16.886389,1340,1267,196099,"CSPM476",NA,"HumanObservation",FALSE,5.5,"cbdd9393-6f9b-40a4-b131-101f7a7cdd50","16","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.085,"RAP",950659200000,290423,NA,950659200000,"2","Mussismilia",NA,"2000-02-16T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,1,718680,"CI_BR",950659200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.87,3.25,2967,25.81,6,"14","(Verrill, 1901) ",NA,NA,"Pedra Brava, Itacolomis Reefs","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.063,1340,1267,196099,"PCABRS242",NA,"PreservedSpecimen",FALSE,9,"ced65b07-6e57-4b85-81e6-69dbac6b1d7c","23","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.601,"Cnidaria",1085270400000,290423,NA,1085270400000,"5","Mussismilia",NA,"2004-05-23T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,9,718680,"MMA/BIO23",1085270400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.99,9,100,23.79,-4,"15","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta Grande Timuiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-22.962,1340,1267,196099,"PCABRS245",NA,"PreservedSpecimen",FALSE,9,"cf94fbea-5477-4019-8074-bc0222121958","29","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.367,"Cnidaria",1067385600000,290423,NA,1067385600000,"10","Mussismilia",NA,"2003-10-29T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,9,718680,"MMA/BIO23",1067385600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.99,9,175,23.75,-9,"19","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha Comprida Baia de Ribeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.185,1340,1267,196099,"PCABRS267",NA,"PreservedSpecimen",FALSE,17,"d2313e03-a42e-4240-bcaf-9e4dcdbce560","21","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.578,"Cnidaria",1069372800000,290423,NA,1069372800000,"11","Mussismilia",NA,"2003-11-21T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,17,718680,"MMA/BIO23",1069372800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.98,17,110,23.72,-7,"41","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha dos Meros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.268,1340,1267,196099,"PCABRS227",NA,"PreservedSpecimen",FALSE,15,"daa4c78a-50aa-47f9-9933-166787e24779","16","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.541,"Cnidaria",1068940800000,290423,NA,1068940800000,"11","Mussismilia",NA,"2003-11-16T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,15,718680,"MMA/BIO23",1068940800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.01,15,47,23.65,-114,"2","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta da Mesa Enseada do Pouso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.9920005798,1340,1267,196099,"34771","present","HumanObservation",FALSE,7,"e229dabd-d218-4f26-b5ac-02c5019273ab","22","Scleractinia","47edd06e-212a-4677-9abb-6384a0cac20a",-38.6694984436,"agrra_benthic",953683200000,290423,"36454",953683200000,"3","Mussismilia","Marks, K.W. 2007. AGRRA Database, version (05/2007). Available online http:www.agrra.org/Release_2007-05","2000-03-22T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,7,718680,"AGRRA",953683200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"8385435b-bcf5-4bec-b827-8b480163d479",37.08,7,3092,25.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-17.751944,1340,1267,196099,"CSPM497",NA,"HumanObservation",FALSE,6,"e8e25ec3-d38b-4c54-a901-fca228bafae3","25","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.978611,"RAP",951436800000,290423,NA,951436800000,"2","Mussismilia",NA,"2000-02-25T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,1.5,718680,"CI_BR",951436800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.96,3.75,16662,25.9,3,"37","(Verrill, 1901) ",NA,NA,"Boqueirao, Parcel das Paredes","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.07,1340,1267,196099,"PCABRS269",NA,"PreservedSpecimen",FALSE,30,"e9aaffc9-4350-403f-b919-99af5839c988","7","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.253,"Cnidaria",1070755200000,290423,NA,1070755200000,"12","Mussismilia",NA,"2003-12-07T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,30,718680,"MMA/BIO23",1070755200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36,30,18,23.75,-1,"42","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha Itacuatiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"urn:lsid:marinespecies.org:taxname:290423","2001","Mussismilia hispida",FALSE,290423,-24.0216,1340,1267,196099,"46",NA,"PreservedSpecimen",FALSE,NA,"ecb2f09f-4591-422b-b8b0-10fa675435b4",NA,"Scleractinia","54d75f8a-0ced-44b6-b35a-d04c9183020f",-46.3576,"CP",9.94032e+11,290423,NA,9.94032e+11,NA,"Mussismilia",NA,"2001-07-02T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,NA,718680,"UFRJ",9.94032e+11,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.74,NA,2664,23.42,12,NA,"(Verrill, 1901)",NA,NA,"Santos Bay","Brazil","Santos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.06,1340,1267,196099,"PCABRS248",NA,"PreservedSpecimen",FALSE,20.5,"f08c0bc0-c9f4-4913-bec1-9477411bc47d","1","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.421,"Cnidaria",1067644800000,290423,NA,1067644800000,"11","Mussismilia",NA,"2003-11-01T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,20.5,718680,"MMA/BIO23",1067644800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",35.97,20.5,125,23.76,-3,"23","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha de Buzios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-18.048056,1340,1267,196099,"CSPM495",NA,"HumanObservation",FALSE,25.5,"f0c3fa9b-9992-4ce5-a6e1-0f3bf0c68821","24","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-38.678889,"RAP",951350400000,290423,NA,951350400000,"2","Mussismilia",NA,"2000-02-24T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,8,718680,"CI_BR",951350400000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",37.08,16.75,7623,25.91,3,"35","(Verrill, 1901) ",NA,NA,"Southern Parcel dos Abrolhos, Abrolhos National Park","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-18.028333,1340,1267,196099,"CSPM467",NA,"HumanObservation",FALSE,21.7,"f1ee1367-ae2a-4708-ab12-17799881e750","12","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39,"RAP",950313600000,290423,NA,950313600000,"2","Mussismilia",NA,"2000-02-12T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,9,718680,"CI_BR",950313600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.98,15.35,22846,25.91,5,"3","(Verrill, 1901) ",NA,NA,"Sequeiro of Popa Verde I","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.028,1340,1267,196099,"PCABRS250",NA,"PreservedSpecimen",FALSE,12,"f29370fd-acb5-4f81-ac92-3dacfc530113","2","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.309,"Cnidaria",1067731200000,290423,NA,1067731200000,"11","Mussismilia",NA,"2003-11-02T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,12,718680,"MMA/BIO23",1067731200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36,12,126,23.75,252,"26","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha do Calombo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"urn:lsid:marinespecies.org:taxname:290423","2000","Mussismilia hispida",FALSE,290423,-16.897778,1340,1267,196099,"CSPM479",NA,"HumanObservation",FALSE,4,"f2c786f9-1b50-4bb3-a9b1-9d0add1a1c40","17","Scleractinia","7a950cb1-88cc-4401-9368-1495e64586ff",-39.078611,"RAP",950745600000,290423,NA,950745600000,"2","Mussismilia",NA,"2000-02-17T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,0.5,718680,"CI_BR",950745600000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.87,2.25,3419,25.93,6,"17","(Verrill, 1901) ",NA,NA,"Pedra do Canudo, Itacolomis Reefs","Brazil","Abrolhos","South Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.167,1340,1267,196099,"PCABRS263",NA,"PreservedSpecimen",FALSE,24,"f34adbb0-416f-4694-9847-e01270e7861e","27","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.373,"Cnidaria",1.085616e+12,290423,NA,1.085616e+12,"5","Mussismilia",NA,"2004-05-27T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,24,718680,"MMA/BIO23",1.085616e+12,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.04,24,131,23.72,-131,"38","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ponta Acaia Ilha Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"urn:lsid:marinespecies.org:taxname:290423","2004","Mussismilia hispida",FALSE,290423,-23.272,1340,1267,196099,"PCABRS231",NA,"PreservedSpecimen",FALSE,6,"f4ddf9f9-a900-4771-b56e-6d6b0872ac58","24","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.631,"Cnidaria",1085356800000,290423,NA,1085356800000,"5","Mussismilia",NA,"2004-05-24T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,6,718680,"MMA/BIO23",1085356800000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.03,6,56,23.65,-9,"6","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Saco do Mamangua (Ilha Maranata)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"urn:lsid:marinespecies.org:taxname:290423","2003","Mussismilia hispida",FALSE,290423,-23.043,1340,1267,196099,"PCABRS253",NA,"PreservedSpecimen",FALSE,16,"f76d001b-1dfd-4aac-94bc-544afb9adfca","2","Scleractinia","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",-44.14,"Cnidaria",1070323200000,290423,NA,1070323200000,"12","Mussismilia",NA,"2003-12-02T12:00:00Z",FALSE,FALSE,"Faviinae",267605,"Mussismilia hispida",TRUE,16,718680,"MMA/BIO23",1070323200000,"Anthozoa",1363,"Animalia",1292,"Cnidaria","Mussismilia hispida","Hexacorallia","Faviidae",2,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",36.03,16,42,23.68,17,"29","(Verrill, 1901)","Pires, D.O.; Castro, C.B.; Alvarenga, M.F.; Barros, M.M.L; Ratto, C.C.; Segal, B.",NA,"Ilha dos Arrependidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
